worker_id,state,industry,gender,education_level,experience_years,actual_monthly_wage,min_wage_standard,fair_wage_estimate,wage_gap,gap_percentage,is_underpaid,fair_wage_gap,fair_wage_gap_pct,gender_discriminated
256,Maharashtra,Construction,Male,12th Pass,17,21467,20400,18000,-1067,-5.23,0,-3467,-19.26,0
257,Karnataka,Mining,Male,Illiterate,12,12211,21600,7000,9389,43.47,1,-5211,-74.44,0
258,Punjab,Agriculture,Female,Illiterate,0,6353,18500,7000,12147,65.66,1,647,9.24,1
259,Assam,Retail,Male,12th Pass,3,19370,16800,18000,-2570,-15.3,0,-1370,-7.61,0
260,Assam,Textiles,Female,10th Pass,9,14398,16800,14000,2402,14.3,1,-398,-2.84,1
261,Maharashtra,Agriculture,Female,10th Pass,24,21099,20400,14000,-699,-3.43,0,-7099,-50.71,0
262,Karnataka,Agriculture,Male,Illiterate,20,15220,21600,7000,6380,29.54,1,-8220,-117.43,0
263,Gujarat,Metals,Male,10th Pass,14,15489,21600,14000,6111,28.29,1,-1489,-10.64,0
264,Madhya Pradesh,Chemicals,Female,Diploma,9,19341,18000,22000,-1341,-7.45,0,2659,12.09,0
265,Karnataka,Mining,Male,Illiterate,0,6711,21600,7000,14889,68.93,1,289,4.13,0
266,Uttar Pradesh,IT Services,Male,Graduate,8,34358,19500,32000,-14858,-76.19,0,-2358,-7.37,0
267,Assam,Machinery,Male,10th Pass,12,16759,16800,14000,41,0.24,1,-2759,-19.71,0
268,Telangana,Machinery,Male,Diploma,11,23323,19500,22000,-3823,-19.61,0,-1323,-6.01,0
269,Maharashtra,Agriculture,Male,Illiterate,15,12148,20400,7000,8252,40.45,1,-5148,-73.54,0
270,Madhya Pradesh,Textiles,Male,12th Pass,9,20592,18000,18000,-2592,-14.4,0,-2592,-14.4,0
271,West Bengal,Food Processing,Male,5th Pass,2,9091,20400,9000,11309,55.44,1,-91,-1.01,0
272,Maharashtra,Construction,Male,Illiterate,6,8974,20400,7000,11426,56.01,1,-1974,-28.2,0
273,Assam,Agriculture,Male,Illiterate,6,9295,16800,7000,7505,44.67,1,-2295,-32.79,0
274,Karnataka,IT Services,Female,Graduate,5,23478,21600,32000,-1878,-8.69,0,8522,26.63,0
275,Rajasthan,Agriculture,Male,Illiterate,16,14082,19500,7000,5418,27.78,1,-7082,-101.17,0
276,Karnataka,Textiles,Female,Illiterate,7,6500,21600,7000,15100,69.91,1,500,7.14,1
277,Chhattisgarh,Construction,Male,5th Pass,10,11070,22500,9000,11430,50.8,1,-2070,-23.0,0
278,West Bengal,Agriculture,Female,5th Pass,25,16193,20400,9000,4207,20.62,1,-7193,-79.92,0
279,Uttar Pradesh,Manufacturing,Male,10th Pass,16,20825,19500,14000,-1325,-6.79,0,-6825,-48.75,0
280,Maharashtra,Agriculture,Female,5th Pass,21,11755,20400,9000,8645,42.38,1,-2755,-30.61,1
281,Rajasthan,Textiles,Female,10th Pass,9,11979,19500,14000,7521,38.57,1,2021,14.44,1
282,Gujarat,Agriculture,Female,10th Pass,20,16920,21600,14000,4680,21.67,1,-2920,-20.86,0
283,Tamil Nadu,Silk,Female,10th Pass,0,11706,18000,14000,6294,34.97,1,2294,16.39,1
284,Rajasthan,Small Manufacturing,Male,Diploma,0,20375,19500,22000,-875,-4.49,0,1625,7.39,0
285,Chhattisgarh,Agriculture,Male,Illiterate,34,18296,22500,7000,4204,18.68,1,-11296,-161.37,0
286,Telangana,Retail,Female,12th Pass,4,16440,19500,18000,3060,15.69,1,1560,8.67,0
287,Tamil Nadu,Food Processing,Male,10th Pass,7,13338,18000,14000,4662,25.9,1,662,4.73,0
288,Maharashtra,Services,Female,Diploma,10,19520,20400,22000,880,4.31,1,2480,11.27,0
289,Uttar Pradesh,Chemicals,Female,12th Pass,21,18713,19500,18000,787,4.04,1,-713,-3.96,0
290,Maharashtra,Construction,Male,Diploma,12,28356,20400,22000,-7956,-39.0,0,-6356,-28.89,0
291,West Bengal,Agriculture,Female,Illiterate,26,13304,20400,7000,7096,34.78,1,-6304,-90.06,1
292,Gujarat,Construction,Male,Diploma,11,23203,21600,22000,-1603,-7.42,0,-1203,-5.47,0
293,Assam,IT Services,Male,Graduate,8,29282,16800,32000,-12482,-74.3,0,2718,8.49,0
294,Uttar Pradesh,Small Manufacturing,Female,5th Pass,15,11163,19500,9000,8337,42.75,1,-2163,-24.03,1
295,Uttar Pradesh,IT Services,Female,Post-Graduate,5,45642,19500,45000,-26142,-134.06,0,-642,-1.43,0
296,Punjab,Manufacturing,Male,12th Pass,9,23569,18500,18000,-5069,-27.4,0,-5569,-30.94,0
297,Jharkhand,Manufacturing,Male,12th Pass,15,24988,17800,18000,-7188,-40.38,0,-6988,-38.82,0
298,Punjab,Textiles,Male,10th Pass,15,21736,18500,14000,-3236,-17.49,0,-7736,-55.26,0
299,Maharashtra,Textiles,Male,Illiterate,6,8820,20400,7000,11580,56.76,1,-1820,-26.0,0
300,Madhya Pradesh,Food Processing,Male,10th Pass,14,18260,18000,14000,-260,-1.44,0,-4260,-30.43,0
301,Uttar Pradesh,Agriculture,Male,10th Pass,26,18835,19500,14000,665,3.41,1,-4835,-34.54,0
302,Haryana,Construction,Male,Illiterate,12,12685,20400,7000,7715,37.82,1,-5685,-81.21,0
303,Maharashtra,Agriculture,Female,10th Pass,30,20457,20400,14000,-57,-0.28,0,-6457,-46.12,0
304,Tamil Nadu,Mining,Male,12th Pass,13,17565,18000,18000,435,2.42,1,435,2.42,0
305,Rajasthan,Construction,Male,10th Pass,7,14985,19500,14000,4515,23.15,1,-985,-7.04,0
306,Tamil Nadu,Leather,Male,12th Pass,11,20177,18000,18000,-2177,-12.09,0,-2177,-12.09,0
307,Uttar Pradesh,Food Processing,Male,Diploma,0,23721,19500,22000,-4221,-21.65,0,-1721,-7.82,0
308,Maharashtra,IT Services,Male,Graduate,0,26790,20400,32000,-6390,-31.32,0,5210,16.28,0
309,West Bengal,Agriculture,Female,5th Pass,28,15148,20400,9000,5252,25.75,1,-6148,-68.31,1
310,West Bengal,Retail,Male,12th Pass,20,27120,20400,18000,-6720,-32.94,0,-9120,-50.67,0
311,Haryana,Construction,Male,Illiterate,12,11823,20400,7000,8577,42.04,1,-4823,-68.9,0
312,Gujarat,Agriculture,Female,Illiterate,23,11503,21600,7000,10097,46.75,1,-4503,-64.33,1
313,Maharashtra,Manufacturing,Male,12th Pass,3,19929,20400,18000,471,2.31,1,-1929,-10.72,0
314,Rajasthan,Construction,Male,5th Pass,19,14016,19500,9000,5484,28.12,1,-5016,-55.73,0
315,West Bengal,IT Services,Male,Diploma,6,21883,20400,22000,-1483,-7.27,0,117,0.53,0
316,Jharkhand,Manufacturing,Male,10th Pass,0,15914,17800,14000,1886,10.6,1,-1914,-13.67,0
317,Tamil Nadu,Chemicals,Male,12th Pass,11,20761,18000,18000,-2761,-15.34,0,-2761,-15.34,0
318,Odisha,Food Processing,Male,5th Pass,22,13324,17500,9000,4176,23.86,1,-4324,-48.04,0
319,Rajasthan,Retail,Female,Graduate,7,26222,19500,32000,-6722,-34.47,0,5778,18.06,0
320,Karnataka,Small Manufacturing,Female,5th Pass,7,10413,21600,9000,11187,51.79,1,-1413,-15.7,1
321,Uttar Pradesh,Chemicals,Male,5th Pass,0,8450,19500,9000,11050,56.67,1,550,6.11,0
322,Telangana,Construction,Male,10th Pass,13,18330,19500,14000,1170,6.0,1,-4330,-30.93,0
323,Jharkhand,Construction,Male,5th Pass,12,11078,17800,9000,6722,37.76,1,-2078,-23.09,0
324,Gujarat,Agriculture,Male,Diploma,3,21521,21600,22000,79,0.37,1,479,2.18,0
325,Maharashtra,Textiles,Female,5th Pass,11,10552,20400,9000,9848,48.27,1,-1552,-17.24,1
326,Maharashtra,Machinery,Female,Diploma,21,26054,20400,22000,-5654,-27.72,0,-4054,-18.43,0
327,Gujarat,Construction,Male,5th Pass,10,11819,21600,9000,9781,45.28,1,-2819,-31.32,0
328,Uttar Pradesh,Retail,Female,12th Pass,13,18708,19500,18000,792,4.06,1,-708,-3.93,0
329,Rajasthan,Agriculture,Male,Illiterate,9,8399,19500,7000,11101,56.93,1,-1399,-19.99,0
330,Uttar Pradesh,Food Processing,Female,10th Pass,4,14872,19500,14000,4628,23.73,1,-872,-6.23,1
331,Telangana,Machinery,Male,10th Pass,19,20004,19500,14000,-504,-2.58,0,-6004,-42.89,0
332,Haryana,Construction,Male,10th Pass,7,15329,20400,14000,5071,24.86,1,-1329,-9.49,0
333,Rajasthan,Services,Male,10th Pass,15,19074,19500,14000,426,2.18,1,-5074,-36.24,0
334,West Bengal,Chemicals,Male,10th Pass,6,16008,20400,14000,4392,21.53,1,-2008,-14.34,0
335,Tamil Nadu,Retail,Male,12th Pass,5,17036,18000,18000,964,5.36,1,964,5.36,0
336,Telangana,Retail,Male,5th Pass,5,10984,19500,9000,8516,43.67,1,-1984,-22.04,0
337,Maharashtra,Small Manufacturing,Male,12th Pass,8,24350,20400,18000,-3950,-19.36,0,-6350,-35.28,0
338,Punjab,Retail,Male,5th Pass,10,11651,18500,9000,6849,37.02,1,-2651,-29.46,0
339,Tamil Nadu,Construction,Male,10th Pass,11,14389,18000,14000,3611,20.06,1,-389,-2.78,0
340,Odisha,Textiles,Male,12th Pass,12,21952,17500,18000,-4452,-25.44,0,-3952,-21.96,0
341,Odisha,Leather,Male,5th Pass,0,8979,17500,9000,8521,48.69,1,21,0.23,0
342,Madhya Pradesh,Silk,Female,Illiterate,5,8167,18000,7000,9833,54.63,1,-1167,-16.67,1
343,Maharashtra,Manufacturing,Male,5th Pass,24,17179,20400,9000,3221,15.79,1,-8179,-90.88,0
344,West Bengal,Mining,Male,12th Pass,8,24309,20400,18000,-3909,-19.16,0,-6309,-35.05,0
345,West Bengal,Textiles,Female,10th Pass,6,11683,20400,14000,8717,42.73,1,2317,16.55,1
346,Madhya Pradesh,Manufacturing,Female,Diploma,13,23273,18000,22000,-5273,-29.29,0,-1273,-5.79,0
347,Chhattisgarh,Agriculture,Female,Illiterate,19,12397,22500,7000,10103,44.9,1,-5397,-77.1,1
348,Rajasthan,Chemicals,Male,12th Pass,13,25467,19500,18000,-5967,-30.6,0,-7467,-41.48,0
349,Punjab,Agriculture,Male,Illiterate,24,14464,18500,7000,4036,21.82,1,-7464,-106.63,0
350,Uttar Pradesh,Services,Female,5th Pass,8,7914,19500,9000,11586,59.42,1,1086,12.07,1
351,Odisha,Small Manufacturing,Male,5th Pass,12,13879,17500,9000,3621,20.69,1,-4879,-54.21,0
352,Rajasthan,Construction,Male,Diploma,6,21941,19500,22000,-2441,-12.52,0,59,0.27,0
353,Madhya Pradesh,Manufacturing,Female,Diploma,14,18675,18000,22000,-675,-3.75,0,3325,15.11,0
354,Karnataka,Construction,Male,5th Pass,19,15278,21600,9000,6322,29.27,1,-6278,-69.76,0
355,Uttar Pradesh,Leather,Female,10th Pass,14,17897,19500,14000,1603,8.22,1,-3897,-27.84,0
356,Tamil Nadu,Construction,Male,Illiterate,18,10091,18000,7000,7909,43.94,1,-3091,-44.16,0
357,West Bengal,Services,Male,Graduate,2,27303,20400,32000,-6903,-33.84,0,4697,14.68,0
358,Telangana,Retail,Male,Diploma,9,25409,19500,22000,-5909,-30.3,0,-3409,-15.5,0
359,Gujarat,Agriculture,Male,Illiterate,19,14694,21600,7000,6906,31.97,1,-7694,-109.91,0
360,Uttar Pradesh,IT Services,Male,Graduate,11,38161,19500,32000,-18661,-95.7,0,-6161,-19.25,0
361,Karnataka,Agriculture,Female,Illiterate,34,17254,21600,7000,4346,20.12,1,-10254,-146.49,0
362,West Bengal,Food Processing,Male,10th Pass,8,13585,20400,14000,6815,33.41,1,415,2.96,0
363,Karnataka,Mining,Female,10th Pass,7,16266,21600,14000,5334,24.69,1,-2266,-16.19,0
364,Uttar Pradesh,Agriculture,Male,Illiterate,8,8575,19500,7000,10925,56.03,1,-1575,-22.5,0
365,Karnataka,Agriculture,Female,Illiterate,12,10100,21600,7000,11500,53.24,1,-3100,-44.29,1
366,West Bengal,Agriculture,Male,Illiterate,8,9012,20400,7000,11388,55.82,1,-2012,-28.74,0
367,Maharashtra,IT Services,Male,Diploma,10,24935,20400,22000,-4535,-22.23,0,-2935,-13.34,0
368,Chhattisgarh,Services,Female,5th Pass,9,9525,22500,9000,12975,57.67,1,-525,-5.83,1
369,Uttar Pradesh,Agriculture,Male,12th Pass,0,20331,19500,18000,-831,-4.26,0,-2331,-12.95,0
370,Assam,Metals,Male,Illiterate,20,10665,16800,7000,6135,36.52,1,-3665,-52.36,0
371,Karnataka,Construction,Male,10th Pass,6,15523,21600,14000,6077,28.13,1,-1523,-10.88,0
372,Uttar Pradesh,Textiles,Male,10th Pass,3,12343,19500,14000,7157,36.7,1,1657,11.84,0
373,Maharashtra,Mining,Male,Diploma,3,23757,20400,22000,-3357,-16.46,0,-1757,-7.99,0
374,Maharashtra,Retail,Male,Graduate,16,42300,20400,32000,-21900,-107.35,0,-10300,-32.19,0
375,Odisha,Textiles,Female,12th Pass,1,12516,17500,18000,4984,28.48,1,5484,30.47,1
376,Uttar Pradesh,Leather,Male,10th Pass,9,13652,19500,14000,5848,29.99,1,348,2.49,0
377,Tamil Nadu,Agriculture,Male,Illiterate,23,14970,18000,7000,3030,16.83,1,-7970,-113.86,0
378,Uttar Pradesh,Retail,Male,10th Pass,10,18965,19500,14000,535,2.74,1,-4965,-35.46,0
379,Uttar Pradesh,Chemicals,Male,Diploma,10,23188,19500,22000,-3688,-18.91,0,-1188,-5.4,0
380,West Bengal,Mining,Male,10th Pass,16,20216,20400,14000,184,0.9,1,-6216,-44.4,0
381,Uttar Pradesh,Textiles,Female,10th Pass,7,11793,19500,14000,7707,39.52,1,2207,15.76,1
382,Maharashtra,Retail,Male,12th Pass,12,17899,20400,18000,2501,12.26,1,101,0.56,0
383,Uttar Pradesh,Leather,Male,10th Pass,1,17091,19500,14000,2409,12.35,1,-3091,-22.08,0
384,Haryana,Retail,Male,5th Pass,4,8272,20400,9000,12128,59.45,1,728,8.09,0
385,Gujarat,Services,Female,12th Pass,8,14981,21600,18000,6619,30.64,1,3019,16.77,1
386,Maharashtra,Food Processing,Female,10th Pass,7,15875,20400,14000,4525,22.18,1,-1875,-13.39,0
387,Maharashtra,Services,Male,10th Pass,17,22797,20400,14000,-2397,-11.75,0,-8797,-62.84,0
388,Uttar Pradesh,Services,Female,12th Pass,11,16949,19500,18000,2551,13.08,1,1051,5.84,0
389,Gujarat,Textiles,Female,10th Pass,14,15101,21600,14000,6499,30.09,1,-1101,-7.86,1
390,Uttar Pradesh,Manufacturing,Female,5th Pass,16,10990,19500,9000,8510,43.64,1,-1990,-22.11,1
391,Uttar Pradesh,Services,Female,12th Pass,1,15206,19500,18000,4294,22.02,1,2794,15.52,1
392,West Bengal,Agriculture,Male,5th Pass,17,16244,20400,9000,4156,20.37,1,-7244,-80.49,0
393,West Bengal,Agriculture,Female,5th Pass,10,10100,20400,9000,10300,50.49,1,-1100,-12.22,1
394,Gujarat,Manufacturing,Male,Graduate,11,38436,21600,32000,-16836,-77.94,0,-6436,-20.11,0
395,Gujarat,Machinery,Male,5th Pass,14,12016,21600,9000,9584,44.37,1,-3016,-33.51,0
396,Telangana,Services,Female,5th Pass,6,10946,19500,9000,8554,43.87,1,-1946,-21.62,1
397,Haryana,Machinery,Male,12th Pass,4,21210,20400,18000,-810,-3.97,0,-3210,-17.83,0
398,Uttar Pradesh,Agriculture,Male,5th Pass,9,13410,19500,9000,6090,31.23,1,-4410,-49.0,0
399,Assam,Agriculture,Male,10th Pass,20,17603,16800,14000,-803,-4.78,0,-3603,-25.74,0
400,Maharashtra,Machinery,Male,12th Pass,12,24996,20400,18000,-4596,-22.53,0,-6996,-38.87,0
401,Maharashtra,Small Manufacturing,Male,10th Pass,12,14214,20400,14000,6186,30.32,1,-214,-1.53,0
402,Haryana,Retail,Male,12th Pass,9,17673,20400,18000,2727,13.37,1,327,1.82,0
403,Uttar Pradesh,Mining,Male,12th Pass,17,21202,19500,18000,-1702,-8.73,0,-3202,-17.79,0
404,Maharashtra,Food Processing,Male,12th Pass,13,18771,20400,18000,1629,7.99,1,-771,-4.28,0
405,Rajasthan,Food Processing,Male,10th Pass,12,14703,19500,14000,4797,24.6,1,-703,-5.02,0
406,Haryana,Construction,Male,5th Pass,14,10908,20400,9000,9492,46.53,1,-1908,-21.2,0
407,Uttar Pradesh,Construction,Male,10th Pass,0,11630,19500,14000,7870,40.36,1,2370,16.93,0
408,Gujarat,Chemicals,Female,Diploma,13,18253,21600,22000,3347,15.5,1,3747,17.03,0
409,Uttar Pradesh,Leather,Female,5th Pass,13,10182,19500,9000,9318,47.78,1,-1182,-13.13,1
410,Haryana,Manufacturing,Male,12th Pass,10,21869,20400,18000,-1469,-7.2,0,-3869,-21.49,0
411,Uttar Pradesh,Retail,Male,5th Pass,0,9309,19500,9000,10191,52.26,1,-309,-3.43,0
412,West Bengal,Construction,Male,10th Pass,9,18129,20400,14000,2271,11.13,1,-4129,-29.49,0
413,Madhya Pradesh,Chemicals,Male,12th Pass,15,20442,18000,18000,-2442,-13.57,0,-2442,-13.57,0
414,Haryana,Manufacturing,Male,5th Pass,7,9121,20400,9000,11279,55.29,1,-121,-1.34,0
415,Odisha,Leather,Female,Illiterate,7,8784,17500,7000,8716,49.81,1,-1784,-25.49,1
416,Maharashtra,Manufacturing,Male,12th Pass,13,18412,20400,18000,1988,9.75,1,-412,-2.29,0
417,Uttar Pradesh,Manufacturing,Male,Diploma,14,25506,19500,22000,-6006,-30.8,0,-3506,-15.94,0
418,Telangana,Mining,Male,Graduate,12,38263,19500,32000,-18763,-96.22,0,-6263,-19.57,0
419,Haryana,Agriculture,Male,5th Pass,23,18864,20400,9000,1536,7.53,1,-9864,-109.6,0
420,Rajasthan,Services,Female,Diploma,17,19398,19500,22000,102,0.52,1,2602,11.83,0
421,Rajasthan,Retail,Male,Illiterate,8,9147,19500,7000,10353,53.09,1,-2147,-30.67,0
422,Haryana,Manufacturing,Male,10th Pass,16,15433,20400,14000,4967,24.35,1,-1433,-10.24,0
423,Rajasthan,Agriculture,Male,10th Pass,20,19778,19500,14000,-278,-1.43,0,-5778,-41.27,0
424,Telangana,Manufacturing,Male,12th Pass,2,17077,19500,18000,2423,12.43,1,923,5.13,0
425,Tamil Nadu,Retail,Male,12th Pass,0,19535,18000,18000,-1535,-8.53,0,-1535,-8.53,0
426,Tamil Nadu,Small Manufacturing,Female,5th Pass,18,10076,18000,9000,7924,44.02,1,-1076,-11.96,1
427,Maharashtra,Agriculture,Male,Illiterate,12,10569,20400,7000,9831,48.19,1,-3569,-50.99,0
428,Uttar Pradesh,Agriculture,Female,5th Pass,6,9048,19500,9000,10452,53.6,1,-48,-0.53,1
429,Assam,Agriculture,Female,10th Pass,21,17401,16800,14000,-601,-3.58,0,-3401,-24.29,0
430,Assam,Textiles,Male,Illiterate,15,12912,16800,7000,3888,23.14,1,-5912,-84.46,0
431,Tamil Nadu,Manufacturing,Male,Illiterate,12,9955,18000,7000,8045,44.69,1,-2955,-42.21,0
432,Uttar Pradesh,Construction,Male,5th Pass,17,16774,19500,9000,2726,13.98,1,-7774,-86.38,0
433,Madhya Pradesh,Construction,Male,12th Pass,6,18992,18000,18000,-992,-5.51,0,-992,-5.51,0
434,Uttar Pradesh,Construction,Male,Illiterate,16,11724,19500,7000,7776,39.88,1,-4724,-67.49,0
435,Odisha,Agriculture,Male,Illiterate,15,13628,17500,7000,3872,22.13,1,-6628,-94.69,0
436,Maharashtra,Mining,Male,5th Pass,12,10789,20400,9000,9611,47.11,1,-1789,-19.88,0
437,West Bengal,Chemicals,Female,12th Pass,15,18269,20400,18000,2131,10.45,1,-269,-1.49,0
438,Punjab,Manufacturing,Male,10th Pass,21,18598,18500,14000,-98,-0.53,0,-4598,-32.84,0
439,Haryana,Small Manufacturing,Female,10th Pass,3,10812,20400,14000,9588,47.0,1,3188,22.77,1
440,Assam,Agriculture,Male,Illiterate,33,18114,16800,7000,-1314,-7.82,0,-11114,-158.77,0
441,Maharashtra,Manufacturing,Male,12th Pass,0,14716,20400,18000,5684,27.86,1,3284,18.24,0
442,Tamil Nadu,Agriculture,Female,Illiterate,28,14889,18000,7000,3111,17.28,1,-7889,-112.7,1
443,Assam,Chemicals,Male,Diploma,0,21445,16800,22000,-4645,-27.65,0,555,2.52,0
444,West Bengal,Construction,Male,10th Pass,10,14892,20400,14000,5508,27.0,1,-892,-6.37,0
445,Rajasthan,Small Manufacturing,Male,Diploma,11,27903,19500,22000,-8403,-43.09,0,-5903,-26.83,0
446,Tamil Nadu,Agriculture,Female,10th Pass,15,16609,18000,14000,1391,7.73,1,-2609,-18.64,0
447,Punjab,Textiles,Male,10th Pass,7,12938,18500,14000,5562,30.06,1,1062,7.59,0
448,Uttar Pradesh,Small Manufacturing,Male,5th Pass,8,10132,19500,9000,9368,48.04,1,-1132,-12.58,0
449,Uttar Pradesh,Metals,Female,12th Pass,9,17460,19500,18000,2040,10.46,1,540,3.0,0
450,Punjab,Construction,Male,5th Pass,7,12962,18500,9000,5538,29.94,1,-3962,-44.02,0
451,Assam,Construction,Male,10th Pass,16,21946,16800,14000,-5146,-30.63,0,-7946,-56.76,0
452,Assam,Agriculture,Male,5th Pass,9,10534,16800,9000,6266,37.3,1,-1534,-17.04,0
453,Gujarat,Mining,Male,12th Pass,11,18921,21600,18000,2679,12.4,1,-921,-5.12,0
454,Maharashtra,Construction,Male,Illiterate,2,6938,20400,7000,13462,65.99,1,62,0.89,0
455,Assam,IT Services,Male,Graduate,12,32502,16800,32000,-15702,-93.46,0,-502,-1.57,0
456,Uttar Pradesh,Small Manufacturing,Male,Diploma,9,23904,19500,22000,-4404,-22.58,0,-1904,-8.65,0
457,Rajasthan,Agriculture,Female,5th Pass,3,7848,19500,9000,11652,59.75,1,1152,12.8,1
458,Madhya Pradesh,Manufacturing,Female,Illiterate,14,11198,18000,7000,6802,37.79,1,-4198,-59.97,1
459,Gujarat,Agriculture,Male,10th Pass,26,24164,21600,14000,-2564,-11.87,0,-10164,-72.6,0
460,Punjab,Textiles,Female,12th Pass,2,14434,18500,18000,4066,21.98,1,3566,19.81,1
461,Uttar Pradesh,Construction,Male,Illiterate,3,9394,19500,7000,10106,51.83,1,-2394,-34.2,0
462,Karnataka,Leather,Female,5th Pass,9,7961,21600,9000,13639,63.14,1,1039,11.54,1
463,Odisha,Services,Male,10th Pass,13,17346,17500,14000,154,0.88,1,-3346,-23.9,0
464,Uttar Pradesh,Silk,Male,10th Pass,11,15096,19500,14000,4404,22.58,1,-1096,-7.83,0
465,Uttar Pradesh,Small Manufacturing,Male,12th Pass,5,20206,19500,18000,-706,-3.62,0,-2206,-12.26,0
466,Punjab,Construction,Male,5th Pass,16,11963,18500,9000,6537,35.34,1,-2963,-32.92,0
467,Rajasthan,IT Services,Female,Post-Graduate,8,37011,19500,45000,-17511,-89.8,0,7989,17.75,0
468,Odisha,Food Processing,Male,Illiterate,0,7024,17500,7000,10476,59.86,1,-24,-0.34,0
469,Uttar Pradesh,Small Manufacturing,Male,12th Pass,7,23484,19500,18000,-3984,-20.43,0,-5484,-30.47,0
470,Chhattisgarh,Food Processing,Female,12th Pass,22,23478,22500,18000,-978,-4.35,0,-5478,-30.43,0
471,Tamil Nadu,Mining,Male,10th Pass,14,19852,18000,14000,-1852,-10.29,0,-5852,-41.8,0
472,Gujarat,Services,Female,12th Pass,14,16326,21600,18000,5274,24.42,1,1674,9.3,0
473,Rajasthan,Food Processing,Female,10th Pass,0,12875,19500,14000,6625,33.97,1,1125,8.04,1
474,Madhya Pradesh,Agriculture,Female,12th Pass,11,18139,18000,18000,-139,-0.77,0,-139,-0.77,0
475,Odisha,Machinery,Male,10th Pass,0,11937,17500,14000,5563,31.79,1,2063,14.74,0
476,Telangana,Textiles,Female,5th Pass,17,13765,19500,9000,5735,29.41,1,-4765,-52.94,1
477,Punjab,Chemicals,Male,10th Pass,21,23597,18500,14000,-5097,-27.55,0,-9597,-68.55,0
478,Maharashtra,Retail,Male,Illiterate,9,8876,20400,7000,11524,56.49,1,-1876,-26.8,0
479,Uttar Pradesh,Mining,Male,10th Pass,6,13071,19500,14000,6429,32.97,1,929,6.64,0
480,Rajasthan,Manufacturing,Male,10th Pass,24,19779,19500,14000,-279,-1.43,0,-5779,-41.28,0
481,Maharashtra,Mining,Male,Diploma,18,24100,20400,22000,-3700,-18.14,0,-2100,-9.55,0
482,Uttar Pradesh,Food Processing,Female,Illiterate,20,10061,19500,7000,9439,48.41,1,-3061,-43.73,1
483,Uttar Pradesh,Services,Male,5th Pass,7,12156,19500,9000,7344,37.66,1,-3156,-35.07,0
484,Chhattisgarh,Agriculture,Female,Illiterate,6,6774,22500,7000,15726,69.89,1,226,3.23,1
485,Karnataka,Agriculture,Female,Illiterate,16,10445,21600,7000,11155,51.64,1,-3445,-49.21,1
486,Maharashtra,Construction,Male,Diploma,8,20418,20400,22000,-18,-0.09,0,1582,7.19,0
487,West Bengal,IT Services,Female,Graduate,9,31932,20400,32000,-11532,-56.53,0,68,0.21,0
488,West Bengal,Leather,Male,5th Pass,2,11005,20400,9000,9395,46.05,1,-2005,-22.28,0
489,Jharkhand,Construction,Male,Illiterate,11,9074,17800,7000,8726,49.02,1,-2074,-29.63,0
490,West Bengal,Retail,Male,12th Pass,10,16929,20400,18000,3471,17.01,1,1071,5.95,0
491,West Bengal,Manufacturing,Male,10th Pass,20,17508,20400,14000,2892,14.18,1,-3508,-25.06,0
492,Punjab,Services,Female,5th Pass,6,8936,18500,9000,9564,51.7,1,64,0.71,1
493,Maharashtra,Food Processing,Female,Diploma,6,22038,20400,22000,-1638,-8.03,0,-38,-0.17,0
494,Maharashtra,IT Services,Male,Graduate,0,28697,20400,32000,-8297,-40.67,0,3303,10.32,0
495,Odisha,Construction,Male,Illiterate,3,7175,17500,7000,10325,59.0,1,-175,-2.5,0
496,Karnataka,Construction,Male,5th Pass,3,10322,21600,9000,11278,52.21,1,-1322,-14.69,0
497,Punjab,Construction,Male,Diploma,10,29327,18500,22000,-10827,-58.52,0,-7327,-33.3,0
498,Gujarat,Manufacturing,Male,12th Pass,15,24641,21600,18000,-3041,-14.08,0,-6641,-36.89,0
499,Gujarat,Construction,Male,5th Pass,14,11979,21600,9000,9621,44.54,1,-2979,-33.1,0
500,Uttar Pradesh,Small Manufacturing,Male,10th Pass,23,20518,19500,14000,-1018,-5.22,0,-6518,-46.56,0
501,West Bengal,Manufacturing,Male,12th Pass,27,30654,20400,18000,-10254,-50.26,0,-12654,-70.3,0
502,Maharashtra,Metals,Male,10th Pass,6,12778,20400,14000,7622,37.36,1,1222,8.73,0
503,Uttar Pradesh,Agriculture,Male,Illiterate,10,10620,19500,7000,8880,45.54,1,-3620,-51.71,0
504,Karnataka,Textiles,Female,5th Pass,20,11146,21600,9000,10454,48.4,1,-2146,-23.84,1
505,Punjab,Small Manufacturing,Male,12th Pass,7,18570,18500,18000,-70,-0.38,0,-570,-3.17,0
